
filename,"10.1021Je800900a.Isotherm10"
total_adsorption,"2.75583"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.75583"
line_id,"58"
pressure,"0.289428"
total_adsorption,"2.79602"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.79602"
line_id,"59"
pressure,"0.397851"
total_adsorption,"3.13946"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.13946"
line_id,"60"
pressure,"0.479016"
total_adsorption,"3.3267"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.3267"
line_id,"61"
pressure,"0.608387"
total_adsorption,"3.42445"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.42445"
line_id,"62"
pressure,"0.772449"
total_adsorption,"3.68161"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.68161"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"1.08E-5","1","0.011067","0.011067"
2,"1.27E-5","1","0.0124262","0.0124262"
3,"1.49E-5","1","0.0139524","0.0139524"
4,"1.74E-5","1","0.0156664","0.0156664"
5,"2.04E-5","1","0.0175906","0.0175906"
6,"2.39E-5","1","0.0197515","0.0197515"
7,"2.73E-5","1","0.0221774","0.0221774"
8,"3.2E-5","1","0.025265","0.025265"
9,"3.75E-5","1","0.0283681","0.0283681"
10,"4.39E-5","1","0.0318522","0.0318522"
11,"5.15E-5","1","0.0357651","0.0357651"
12,"6.03E-5","1","0.0395804","0.0395804"
13,"7.07E-5","1","0.0444427","0.0444427"
14,"8.51E-5","1","0.0499011","0.0499011"
15,"9.97E-5","1","0.0560312","0.0560312"
16,"0.000116883","1","0.0629129","0.0629129"
17,"0.000136978","1","0.0706415","0.0706415"
18,"0.000164869","1","0.0781772","0.0781772"
19,"0.000193215","1","0.0877809","0.0877809"
20,"0.000226433","1","0.0985621","0.0985621"
21,"0.00027254","1","0.109078","0.109078"
22,"0.000319396","1","0.122476","0.122476"
23,"0.000364443","1","0.139526","0.139526"
24,"0.000450568","1","0.150003","0.150003"
25,"0.000528032","1","0.168428","0.168428"
26,"0.00063555","1","0.186397","0.186397"
27,"0.000764892","1","0.209293","0.209293"
28,"0.00092064","1","0.231622","0.231622"
29,"0.00110799","1","0.260072","0.260072"
30,"0.0013336","1","0.287819","0.287819"
31,"0.00209174","1","0.368161","0.368161"
32,"0.00251796","1","0.401582","0.401582"
33,"0.00303069","1","0.444426","0.444426"
34,"0.00345968","1","0.477799","0.477799"
35,"0.00416417","1","0.528774","0.528774"
36,"0.00514716","1","0.585189","0.585189"
37,"0.00619597","1","0.638309","0.638309"
38,"0.00765859","1","0.70641","0.70641"
39,"0.00874266","1","0.759457","0.759457"
40,"0.0108077","1","0.828398","0.828398"
41,"0.0130099","1","0.903597","0.903597"
42,"0.0148531","1","0.957485","0.957485"
43,"0.0183613","1","1.0444","1.0444"
44,"0.0221051","1","1.12283","1.12283"
45,"0.0273264","1","1.22476","1.22476"
46,"0.0311874","1","1.35542","1.35542"
47,"0.0365735","1","1.39526","1.39526"
48,"0.0452121","1","1.52191","1.52191"
49,"0.0544247","1","1.66007","1.66007"
50,"0.0672947","1","1.75907","1.75907"
51,"0.083199","1","1.89117","1.89117"
52,"0.100164","1","2.03318","2.03318"
53,"0.127172","1","2.18586","2.18586"
54,"0.137654","1","2.35001","2.35001"
55,"0.174832","1","2.41907","2.41907"
56,"0.221973","1","2.60072","2.60072"
57,"0.233997","1","2.75583","2.75583"
58,"0.289428","1","2.79602","2.79602"
59,"0.397851","1","3.13946","3.13946"
60,"0.479016","1","3.3267","3.3267"
61,"0.608387","1","3.42445","3.42445"
62,"0.772449","1","3.68161","3.68161"
