
filename,"10.1021Je800900a.Isotherm4"
38,"0.0967765","1","5.6031","5.6031"
39,"0.126212","1","5.85189","5.85189"
40,"0.160299","1","6.02385","6.02385"
41,"0.209055","1","6.29132","6.29132"
42,"0.265516","1","6.47621","6.47621"
43,"0.346266","1","6.76377","6.76377"
44,"0.439785","1","6.96253","6.96253"
45,"0.573614","1","7.16714","7.16714"
46,"0.72845","1","7.48538","7.48538"
47,"0.950123","1","7.70534","7.70534"
