
filename,"10.1021Je800900a.Isotherm8"
35,"0.0136639","1","1.54411","1.54411"
36,"0.0173484","1","1.66007","1.66007"
37,"0.0214485","1","1.78473","1.78473"
38,"0.027229","1","1.94674","1.94674"
39,"0.0336643","1","2.09293","2.09293"
40,"0.0462805","1","2.31622","2.31622"
41,"0.0572183","1","2.49015","2.49015"
42,"0.099884","1","2.92018","2.92018"
43,"0.126818","1","3.13946","3.13946"
44,"0.174385","1","3.37522","3.37522"
45,"0.221432","1","3.57651","3.57651"
46,"0.465565","1","4.25531","4.25531"
47,"0.750672","1","4.77799","4.77799"
