
filename,"10.1021Je800900a.Isotherm12"
26,"0.00210226","1","0.191875","0.191875"
27,"0.00246395","1","0.212346","0.212346"
28,"0.00296568","1","0.235001","0.235001"
29,"0.00356958","1","0.260072","0.260072"
30,"0.005902","1","0.352509","0.352509"
31,"0.00710382","1","0.390117","0.390117"
32,"0.00855036","1","0.431738","0.431738"
33,"0.00925723","1","0.450908","0.450908"
34,"0.0111423","1","0.499014","0.499014"
35,"0.0137725","1","0.552253","0.552253"
36,"0.0165788","1","0.602385","0.602385"
37,"0.0227819","1","0.70641","0.70641"
38,"0.0281629","1","0.770534","0.770534"
39,"0.0296945","1","0.793179","0.793179"
40,"0.0357451","1","0.865181","0.865181"
41,"0.0560846","1","1.05964","1.05964"
42,"0.0771033","1","1.17269","1.17269"
43,"0.0903687","1","1.2978","1.2978"
44,"0.153547","1","1.61268","1.61268"
45,"0.254132","1","1.91875","1.91875"
46,"0.314159","1","2.09293","2.09293"
47,"0.388445","1","2.21775","2.21775"
48,"0.480253","1","2.38428","2.38428"
49,"0.816357","1","2.79602","2.79602"
