
filename,"10.1021Je800900a.Isotherm37"
11,"0.000486474","1","0.0390032","0.0390032"
12,"0.000566161","1","0.0425834","0.0425834"
13,"0.000658901","1","0.047177","0.047177"
14,"0.000783646","1","0.0522661","0.0522661"
15,"0.000912011","1","0.0570637","0.0570637"
16,"0.00106141","1","0.0632193","0.0632193"
17,"0.00126234","1","0.070039","0.070039"
18,"0.00146913","1","0.0764663","0.0764663"
19,"0.00174724","1","0.0834853","0.0834853"
20,"0.00207801","1","0.0924911","0.0924911"
21,"0.0024184","1","0.10098","0.10098"
22,"0.00287623","1","0.111874","0.111874"
23,"0.00334739","1","0.122142","0.122142"
24,"0.00398107","1","0.133352","0.133352"
25,"0.00463321","1","0.145591","0.145591"
26,"0.00551031","1","0.158954","0.158954"
27,"0.00655347","1","0.176101","0.176101"
28,"0.00779408","1","0.192264","0.192264"
29,"0.00926955","1","0.222566","0.222566"
30,"0.0112659","1","0.229176","0.229176"
31,"0.0131113","1","0.25021","0.25021"
32,"0.015935","1","0.273175","0.273175"
33,"0.0185453","1","0.298247","0.298247"
34,"0.0225393","1","0.32089","0.32089"
35,"0.0268062","1","0.350342","0.350342"
36,"0.0311974","1","0.382496","0.382496"
37,"0.0379161","1","0.411535","0.411535"
38,"0.0450939","1","0.442778","0.442778"
39,"0.0548055","1","0.483417","0.483417"
40,"0.0695589","1","0.535567","0.535567"
41,"0.0827269","1","0.576226","0.576226"
42,"0.104998","1","0.6478","0.6478"
43,"0.124873","1","0.676874","0.676874"
44,"0.148511","1","0.728263","0.728263"
45,"0.180497","1","0.783552","0.783552"
46,"0.229087","1","0.855467","0.855467"
47,"0.278426","1","0.920414","0.920414"
48,"0.338384","1","0.990291","0.990291"
49,"0.402448","1","1.04999","1.04999"
50,"0.489114","1","1.12971","1.12971"
51,"0.594456","1","1.19782","1.19782"
52,"0.72247","1","1.28875","1.28875"
53,"0.878072","1","1.36645","1.36645"
