
filename,"10.1007s10450-018-00004-2.Isotherm10"
line_id,"9"
pressure,"0.011"
total_adsorption,"0.301"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.301"
line_id,"10"
pressure,"0.012"
total_adsorption,"0.333"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.333"
line_id,"11"
pressure,"0.014"
total_adsorption,"0.378"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.378"
line_id,"12"
pressure,"0.015"
total_adsorption,"0.402"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.402"
line_id,"13"
pressure,"0.018"
total_adsorption,"0.467"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.467"
line_id,"14"
pressure,"0.02"
total_adsorption,"0.504"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.504"
line_id,"15"
pressure,"0.022"
total_adsorption,"0.549"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.549"
line_id,"16"
pressure,"0.025"
total_adsorption,"0.604"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.604"
line_id,"17"
pressure,"0.028"
total_adsorption,"0.653"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.653"
line_id,"18"
pressure,"0.032"
total_adsorption,"0.714"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.714"
line_id,"19"
pressure,"0.035"
total_adsorption,"0.764"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.764"
line_id,"20"
pressure,"0.043"
total_adsorption,"0.867"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.867"
line_id,"21"
pressure,"0.056"
total_adsorption,"1.021"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.021"
line_id,"22"
pressure,"0.072"
total_adsorption,"1.175"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.175"
line_id,"23"
pressure,"0.09"
total_adsorption,"1.318"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.318"
line_id,"24"
pressure,"0.115"
total_adsorption,"1.478"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.478"
line_id,"25"
pressure,"0.145"
total_adsorption,"1.636"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.636"
line_id,"26"
pressure,"0.18"
total_adsorption,"1.692"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.692"
line_id,"27"
pressure,"0.183"
total_adsorption,"1.799"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.799"
line_id,"28"
pressure,"0.23"
total_adsorption,"1.965"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.965"
line_id,"29"
pressure,"0.293"
total_adsorption,"2.15"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.15"
line_id,"30"
pressure,"0.371"
total_adsorption,"2.328"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.328"
line_id,"31"
pressure,"0.39"
total_adsorption,"2.191"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.191"
line_id,"32"
pressure,"0.47"
total_adsorption,"2.512"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.512"
line_id,"33"
pressure,"0.59"
total_adsorption,"2.53"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.53"
line_id,"34"
pressure,"0.594"
total_adsorption,"2.698"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.698"
line_id,"35"
pressure,"0.75"
total_adsorption,"2.888"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.888"
line_id,"36"
pressure,"0.79"
total_adsorption,"2.785"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.785"
line_id,"37"
pressure,"0.847"
total_adsorption,"2.988"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.988"
line_id,"38"
pressure,"0.948"
total_adsorption,"3.081"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.081"
line_id,"39"
pressure,"0.99"
total_adsorption,"3.001"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.001"
line_id,"40"
pressure,"1.013"
total_adsorption,"3.134"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.134"
line_id,"41"
pressure,"1.076"
total_adsorption,"3.181"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.181"
line_id,"42"
pressure,"1.19"
total_adsorption,"3.172"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.172"
line_id,"43"
pressure,"1.201"
total_adsorption,"3.273"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.273"
line_id,"44"
pressure,"1.39"
total_adsorption,"3.325"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.325"
line_id,"45"
pressure,"1.59"
total_adsorption,"3.452"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.452"
line_id,"46"
pressure,"1.8"
total_adsorption,"3.56"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.56"
line_id,"47"
pressure,"2"
total_adsorption,"3.66"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.66"
line_id,"48"
pressure,"2.5"
total_adsorption,"3.864"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.864"
line_id,"49"
pressure,"3"
total_adsorption,"4.034"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.034"
line_id,"50"
pressure,"3.5"
total_adsorption,"4.173"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.173"
line_id,"51"
pressure,"4"
total_adsorption,"4.294"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.294"
line_id,"52"
pressure,"4.5"
total_adsorption,"4.403"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.403"
line_id,"53"
pressure,"5"
total_adsorption,"4.498"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.498"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0","1","0","0"
2,"0.001","1","0.043","0.043"
3,"0.002","1","0.065","0.065"
4,"0.003","1","0.085","0.085"
5,"0.004","1","0.115","0.115"
6,"0.005","1","0.146","0.146"
7,"0.006","1","0.196","0.196"
8,"0.009","1","0.258","0.258"
9,"0.011","1","0.301","0.301"
10,"0.012","1","0.333","0.333"
11,"0.014","1","0.378","0.378"
12,"0.015","1","0.402","0.402"
13,"0.018","1","0.467","0.467"
14,"0.02","1","0.504","0.504"
15,"0.022","1","0.549","0.549"
16,"0.025","1","0.604","0.604"
17,"0.028","1","0.653","0.653"
18,"0.032","1","0.714","0.714"
19,"0.035","1","0.764","0.764"
20,"0.043","1","0.867","0.867"
21,"0.056","1","1.021","1.021"
22,"0.072","1","1.175","1.175"
23,"0.09","1","1.318","1.318"
24,"0.115","1","1.478","1.478"
25,"0.145","1","1.636","1.636"
26,"0.18","1","1.692","1.692"
27,"0.183","1","1.799","1.799"
28,"0.23","1","1.965","1.965"
29,"0.293","1","2.15","2.15"
30,"0.371","1","2.328","2.328"
31,"0.39","1","2.191","2.191"
32,"0.47","1","2.512","2.512"
33,"0.59","1","2.53","2.53"
34,"0.594","1","2.698","2.698"
35,"0.75","1","2.888","2.888"
36,"0.79","1","2.785","2.785"
37,"0.847","1","2.988","2.988"
38,"0.948","1","3.081","3.081"
39,"0.99","1","3.001","3.001"
40,"1.013","1","3.134","3.134"
41,"1.076","1","3.181","3.181"
42,"1.19","1","3.172","3.172"
43,"1.201","1","3.273","3.273"
44,"1.39","1","3.325","3.325"
45,"1.59","1","3.452","3.452"
46,"1.8","1","3.56","3.56"
47,"2","1","3.66","3.66"
48,"2.5","1","3.864","3.864"
49,"3","1","4.034","4.034"
50,"3.5","1","4.173","4.173"
51,"4","1","4.294","4.294"
52,"4.5","1","4.403","4.403"
53,"5","1","4.498","4.498"
