adsorbent,adsorbates,temperature(k),pressure,pressureUnits,total_adsorption,adsorptionUnits,DOI
Zeolite 13X,Carbon Dioxide,273,0.003473,bar,0.003473,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.004707,bar,0.004707,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.005849,bar,0.005849,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.006958,bar,0.006958,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.008278,bar,0.008278,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.00903,bar,0.00903,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.010287,bar,0.010287,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.029175,bar,0.029175,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.057203,bar,0.057203,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.084562,bar,0.084562,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.109735,bar,0.109735,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.13933,bar,0.13933,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.16577,bar,0.16577,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.192981,bar,0.192981,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.219829,bar,0.219829,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.245033,bar,0.245033,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.273127,bar,0.273127,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.29791,bar,0.29791,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.354401,bar,0.354401,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.386558,bar,0.386558,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.421624,bar,0.421624,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.459881,bar,0.459881,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.501597,bar,0.501597,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.547123,bar,0.547123,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.609853,bar,0.609853,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.665143,bar,0.665143,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.709913,bar,0.709913,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.774328,bar,0.774328,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.882034,bar,0.882034,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.962067,bar,0.962067,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,1.07235,bar,1.07235,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,4.1e-05,bar,4.1e-05,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,5.2e-05,bar,5.2e-05,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,6e-05,bar,6e-05,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,9.3e-05,bar,9.3e-05,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.000117,bar,0.000117,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.000262,bar,0.000262,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.000371,bar,0.000371,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.000481,bar,0.000481,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.000598,bar,0.000598,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.000727,bar,0.000727,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.000865,bar,0.000865,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.000943,bar,0.000943,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.001052,bar,0.001052,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.001172,bar,0.001172,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.002347,bar,0.002347,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.003469,bar,0.003469,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.004702,bar,0.004702,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.005716,bar,0.005716,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.006949,bar,0.006949,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.00809,bar,0.00809,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.009215,bar,0.009215,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.010272,bar,0.010272,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.028497,bar,0.028497,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.055862,bar,0.055862,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.082572,bar,0.082572,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.111901,bar,0.111901,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.139032,bar,0.139032,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.161847,bar,0.161847,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.188415,bar,0.188415,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.219339,bar,0.219339,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.249853,bar,0.249853,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.266677,bar,0.266677,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.303763,bar,0.303763,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.353619,bar,0.353619,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.394181,bar,0.394181,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.458865,bar,0.458865,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.500501,bar,0.500501,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.54594,bar,0.54594,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.59545,bar,0.59545,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.649494,bar,0.649494,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.693195,bar,0.693195,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.756093,bar,0.756093,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.824736,bar,0.824736,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.899571,bar,0.899571,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,0.939475,bar,0.939475,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,1.00278,bar,1.00278,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 13X,Carbon Dioxide,273,1.04731,bar,1.04731,cm3(STP)/g,10.1016/j.micromeso.2013.12.005
Zeolite 5A,Carbon Dioxide,323,0.0327,bar,0.0327,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,0.0657,bar,0.0657,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,0.1252,bar,0.1252,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,0.2314,bar,0.2314,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,0.3222,bar,0.3222,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,0.4409,bar,0.4409,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,0.5413,bar,0.5413,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,0.6783,bar,0.6783,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,0.8301,bar,0.8301,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,1.0043,bar,1.0043,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,1.1804,bar,1.1804,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,1.3814,bar,1.3814,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,1.6017,bar,1.6017,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,1.9994,bar,1.9994,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,2.9221,bar,2.9221,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,3.9232,bar,3.9232,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,4.949,bar,4.949,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,5.928,bar,5.928,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,6.964,bar,6.964,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,7.9384,bar,7.9384,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,8.8845,bar,8.8845,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,323,9.9071,bar,9.9071,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,0.0198,bar,0.0198,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,0.048,bar,0.048,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,0.1185,bar,0.1185,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,0.2337,bar,0.2337,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,0.3418,bar,0.3418,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,0.429,bar,0.429,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,0.536,bar,0.536,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,0.621,bar,0.621,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,0.781,bar,0.781,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,0.9758,bar,0.9758,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,1.181,bar,1.181,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,1.3842,bar,1.3842,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,1.577,bar,1.577,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,1.9824,bar,1.9824,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,2.954,bar,2.954,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,3.958,bar,3.958,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,4.9338,bar,4.9338,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,5.934,bar,5.934,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,6.952,bar,6.952,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,7.93,bar,7.93,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,8.944,bar,8.944,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 5A,Carbon Dioxide,303,9.955,bar,9.955,mmol/g,10.1016/j.micromeso.2014.08.022
Zeolite 13X,Carbon Dioxide,298,0.0253,bar,0.0253,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,0.033,bar,0.033,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,0.056,bar,0.056,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,0.0867,bar,0.0867,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,0.099,bar,0.099,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,0.198,bar,0.198,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,0.286,bar,0.286,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,0.31,bar,0.31,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,0.484,bar,0.484,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,0.737,bar,0.737,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,1.01,bar,1.01,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,1.01,bar,1.01,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,1.51,bar,1.51,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,2.01,bar,2.01,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,2.8,bar,2.8,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,2.83,bar,2.83,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,3.81,bar,3.81,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,5.01,bar,5.01,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,7.01,bar,7.01,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,298,10.0,bar,10.0,mmol/g,10.1016/j.micromeso.2015.05.044
Zeolite 13X,Carbon Dioxide,343,1.0,bar,1.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,2.0,bar,2.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,3.0,bar,3.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,4.0,bar,4.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,5.0,bar,5.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,6.0,bar,6.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,7.0,bar,7.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,8.0,bar,8.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,9.0,bar,9.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,10.0,bar,10.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,1.0,bar,1.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,2.0,bar,2.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,3.0,bar,3.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,4.0,bar,4.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,5.0,bar,5.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,6.0,bar,6.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,7.0,bar,7.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,8.0,bar,8.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,9.0,bar,9.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite 13X,Carbon Dioxide,343,10.0,bar,10.0,mmol/g,10.1016/j.micromeso.2017.09.004
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.00166,bar,0.00166,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.00252,bar,0.00252,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.00428,bar,0.00428,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.00869,bar,0.00869,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.0122,bar,0.0122,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.0131,bar,0.0131,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.0417,bar,0.0417,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.0811,bar,0.0811,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.143,bar,0.143,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.208,bar,0.208,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.264,bar,0.264,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.321,bar,0.321,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.381,bar,0.381,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.443,bar,0.443,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.567,bar,0.567,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.505,bar,0.505,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.628,bar,0.628,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.691,bar,0.691,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.753,bar,0.753,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.814,bar,0.814,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.875,bar,0.875,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.937,bar,0.937,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.00166,bar,0.00166,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.00252,bar,0.00252,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.00428,bar,0.00428,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.00869,bar,0.00869,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.0122,bar,0.0122,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.0131,bar,0.0131,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.0417,bar,0.0417,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.0811,bar,0.0811,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.143,bar,0.143,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.208,bar,0.208,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.264,bar,0.264,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.321,bar,0.321,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.381,bar,0.381,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.443,bar,0.443,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.567,bar,0.567,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.505,bar,0.505,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.628,bar,0.628,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.691,bar,0.691,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.753,bar,0.753,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.814,bar,0.814,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.875,bar,0.875,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite NaX@NaA core-shell,Carbon Dioxide,298,0.937,bar,0.937,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.000125,bar,0.000125,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.00108,bar,0.00108,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.00294,bar,0.00294,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.0057,bar,0.0057,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.0111,bar,0.0111,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.0254,bar,0.0254,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.0415,bar,0.0415,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.0647,bar,0.0647,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.1,bar,0.1,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.141,bar,0.141,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.207,bar,0.207,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.302,bar,0.302,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.421,bar,0.421,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.554,bar,0.554,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.692,bar,0.692,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.815,bar,0.815,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite KX@KA core-shell,Carbon Dioxide,298,0.919,bar,0.919,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite 13X,Carbon Dioxide,298,0.00342,bar,0.00342,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite 13X,Carbon Dioxide,298,0.00687,bar,0.00687,mmol/g,10.1016/j.micromeso.2018.12.002
Zeolite 13X,Carbon Dioxide,298,0.0147,bar,0.0147,mmol/g,10.1016/j.micromeso.2018.12.002
